trade_date,sign_r1,sign_r12,sign_r1_r12,weight_r1,weight_r12,weight_r1_r12,enh_r1_r12_ma40_trend_only,enh_r12_ma40_trend_only,enh_r12_ma20_trend_only
2026-01-30,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-02-02,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-02-03,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-02-04,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-02-05,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-02-06,-1.0,1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-02-09,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-02-10,-1.0,1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,1.0
2026-02-11,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,0.0
2026-02-12,-1.0,-1.0,-1.0,1.4894627188134106,-0.5,1.5,-1.0,-1.0,0.0
2026-02-13,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-02-24,-1.0,1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-02-25,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-02-26,-1.0,1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-02-27,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-03-02,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-03-03,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-03-04,-1.0,-1.0,-1.0,1.5,-0.5,1.5,-1.0,-1.0,-1.0
2026-03-05,1.0,1.0,1.0,-0.5,-0.3426002898870013,-0.5,0.0,0.0,0.0
2026-03-06,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-03-09,-1.0,1.0,0.0,0.6087219342616493,1.5,1.5,0.0,0.0,0.0
2026-03-10,-1.0,1.0,0.0,-0.5,1.1294078060836297,1.5,0.0,0.0,0.0
2026-03-11,-1.0,1.0,0.0,-0.5,-0.5,1.5,0.0,0.0,0.0
2026-03-12,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-03-13,-1.0,-1.0,-1.0,-0.22929383373682416,-0.5,-0.5,-1.0,-1.0,0.0
2026-03-16,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,0.0
2026-03-17,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,0.0
2026-03-18,-1.0,1.0,0.0,-0.5,-0.5,1.5,0.0,1.0,1.0
2026-03-19,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,-1.0,-1.0,0.0
2026-03-20,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,0.0
2026-03-23,-1.0,-1.0,-1.0,1.5,-0.5,1.5,-1.0,-1.0,-1.0
2026-03-24,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-03-25,-1.0,1.0,0.0,-0.5,-0.33841673236753084,-0.5,0.0,0.0,1.0
2026-03-26,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-03-27,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-03-30,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-03-31,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-01,1.0,1.0,1.0,-0.5,1.5,1.5,1.0,1.0,1.0
2026-04-02,1.0,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,1.0
2026-04-03,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-07,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-08,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-09,-1.0,1.0,0.0,-0.5,1.5,1.5,0.0,1.0,1.0
2026-04-10,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-13,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-14,1.0,1.0,1.0,-0.5,0.8715519863200019,0.5541266527959336,1.0,1.0,1.0
2026-04-15,1.0,1.0,1.0,-0.5,1.5,1.5,1.0,1.0,1.0
2026-04-16,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-17,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-20,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,-1.0
2026-04-21,1.0,1.0,1.0,-0.5,1.5,1.5,1.0,1.0,1.0
2026-04-22,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-04-23,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,-1.0
2026-04-24,-1.0,-1.0,-1.0,-0.5,-0.5,-0.5,0.0,0.0,-1.0
2026-04-27,1.0,-1.0,0.0,-0.5,-0.5,-0.31860010995754584,0.0,0.0,-1.0
2026-04-28,1.0,1.0,1.0,-0.5,1.5,1.5,1.0,1.0,1.0
2026-04-29,1.0,1.0,1.0,-0.5,1.5,1.5,1.0,1.0,1.0
2026-04-30,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.0
2026-05-06,-1.0,-1.0,-1.0,1.5,-0.5,-0.17524033825353338,0.0,0.0,0.0
2026-05-07,-1.0,-1.0,-1.0,-0.3999149368974788,0.16149240903975814,0.0849905428046458,0.0,0.0,0.0
2026-05-08,-1.0,-1.0,-1.0,1.0125921571566239,-0.5,-0.5,0.0,0.0,0.0
2026-05-11,-1.0,1.0,0.0,1.0835166680539208,1.5,1.5,0.0,1.0,1.0
2026-05-12,-1.0,-1.0,-1.0,0.15905623570338165,-0.5,-0.5,0.0,0.0,0.0
2026-05-13,-1.0,-1.0,-1.0,1.5,1.2449049306135165,1.5,0.0,0.0,0.0
2026-05-14,-1.0,-1.0,-1.0,0.645599481431123,-0.5,-0.5,0.0,0.0,-1.0
2026-05-15,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-05-18,-1.0,-1.0,-1.0,1.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-05-19,1.0,-1.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-05-20,-1.0,-1.0,-1.0,1.4397585328592089,-0.5,-0.5,-1.0,-1.0,-1.0
2026-05-21,-1.0,-1.0,-1.0,1.4397763883995167,-0.5,-0.5,-1.0,-1.0,-1.0
2026-05-22,-1.0,-1.0,-1.0,1.2537951147273745,-0.5,-0.5,-1.0,-1.0,-1.0
2026-05-25,1.0,-1.0,0.0,-0.5,1.5,-0.01447107026802152,0.0,-1.0,-1.0
2026-05-26,1.0,-1.0,0.0,-0.5,1.361951512049893,-0.5,0.0,-1.0,-1.0
2026-05-27,1.0,-1.0,0.0,1.5,1.5,1.5,0.0,-1.0,-1.0
2026-05-28,1.0,-1.0,0.0,1.2446996529956904,-0.5,-0.5,0.0,-1.0,-1.0
2026-05-29,1.0,-1.0,0.0,1.0442776442335862,1.5,1.4670721623589595,0.0,-1.0,-1.0
2026-06-01,-1.0,1.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-02,1.0,1.0,1.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-03,-1.0,-1.0,-1.0,1.5,1.3140332936513899,-0.5,0.0,0.0,0.0
2026-06-04,-1.0,1.0,0.0,1.13484158784774,1.5,1.5,0.0,0.0,1.0
2026-06-05,1.0,1.0,1.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-08,1.0,-1.0,0.0,1.5,1.5,1.5,0.0,-1.0,0.0
2026-06-09,1.0,-1.0,0.0,1.5,1.5,1.131984276539242,0.0,-1.0,0.0
2026-06-10,1.0,-1.0,0.0,1.5,-0.5,-0.5,0.0,0.0,0.0
2026-06-11,-1.0,-1.0,-1.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-12,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.0
2026-06-15,-1.0,-1.0,-1.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-16,-1.0,-1.0,-1.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-17,-1.0,-1.0,-1.0,1.5,-0.5,-0.5,0.0,0.0,0.0
2026-06-18,-1.0,-1.0,-1.0,1.5,0.48140299381639523,1.5,0.0,0.0,0.0
2026-06-22,-1.0,1.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0
2026-06-23,1.0,-1.0,0.0,1.5,-0.5,-0.5,0.0,-1.0,-1.0
2026-06-24,-1.0,-1.0,-1.0,1.5,-0.5,-0.5,-1.0,-1.0,0.0
2026-06-25,1.0,-1.0,0.0,1.5,1.5,1.5,0.0,-1.0,-1.0
2026-06-26,-1.0,-1.0,-1.0,1.5,-0.5,-0.5,-1.0,-1.0,-1.0
2026-06-29,-1.0,-1.0,-1.0,1.5,1.5,1.5,-1.0,-1.0,-1.0
